hp_id,phrase,organ_system,lineage,definition,alt_ids,snomedct,umls
HP:0000093,Proteinuria,Abnormality Of Metabolism/Homeostasis,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of metabolism/homeostasis (HP:0001939) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000093,High Urine Protein Levels,Abnormality Of Metabolism/Homeostasis,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of metabolism/homeostasis (HP:0001939) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000093,Protein In Urine,Abnormality Of Metabolism/Homeostasis,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of metabolism/homeostasis (HP:0001939) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000093,Proteinuria,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000093,High Urine Protein Levels,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000093,Protein In Urine,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormality of urine homeostasis (HP:0003110) -> Abnormal urine metabolite level (HP:0033354) -> Abnormal urine protein level (HP:0020129) -> Proteinuria (HP:0000093),Increased levels of protein in the urine.,,SNOMEDCT_US:29738008,UMLS:C0033687
HP:0000095,Abnormal Renal Glomerulus Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000095,Abnormality Of Renal Glomerulus Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000095,Morphologic Abnormality Of The Renal Glomerulus,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000095,Abnormal Renal Glomerulus Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000095,Abnormality Of Renal Glomerulus Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000095,Morphologic Abnormality Of The Renal Glomerulus,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095),A structural anomaly of the glomerulus.,,,UMLS:C4025889
HP:0000096,Glomerular Sclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000096,Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000096,Renal Glomerular Fibrosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000096,Glomerular Sclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000096,Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000096,Renal Glomerular Fibrosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096),Accumulation of scar tissue within the glomerulus.,HP:0030761,SNOMEDCT_US:82646005;SNOMEDCT_US:197661001,UMLS:C0178664
HP:0000097,Focal Segmental Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal And Segmental Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal And Segmental Glomerular Sclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal Segmental Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal And Segmental Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal Glomerulosclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000097,Focal And Segmental Glomerular Sclerosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerular sclerosis (HP:0000096) -> Focal segmental glomerulosclerosis (HP:0000097),Segmental accumulation of scar tissue in individual (but not all) glomeruli.,HP:0004747,SNOMEDCT_US:25821008;SNOMEDCT_US:236403004,UMLS:C0017668
HP:0000098,Tall Stature,Growth Abnormality,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Growth abnormality (HP:0001507) -> Abnormality of body height (HP:0000002) -> Tall stature (HP:0000098),A height above that which is expected according to age and gender norms.,HP:0001527;HP:0003515;HP:0003516,SNOMEDCT_US:248328003,UMLS:C0241240
HP:0000098,Increased Linear Growth,Growth Abnormality,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Growth abnormality (HP:0001507) -> Abnormality of body height (HP:0000002) -> Tall stature (HP:0000098),A height above that which is expected according to age and gender norms.,HP:0001527;HP:0003515;HP:0003516,SNOMEDCT_US:248328003,UMLS:C0241240
HP:0000098,Accelerated Linear Growth,Growth Abnormality,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Growth abnormality (HP:0001507) -> Abnormality of body height (HP:0000002) -> Tall stature (HP:0000098),A height above that which is expected according to age and gender norms.,HP:0001527;HP:0003515;HP:0003516,SNOMEDCT_US:248328003,UMLS:C0241240
HP:0000098,Increased Body Height,Growth Abnormality,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Growth abnormality (HP:0001507) -> Abnormality of body height (HP:0000002) -> Tall stature (HP:0000098),A height above that which is expected according to age and gender norms.,HP:0001527;HP:0003515;HP:0003516,SNOMEDCT_US:248328003,UMLS:C0241240
HP:0000098,Tall Stature,Growth Abnormality,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Growth abnormality (HP:0001507) -> Abnormality of body height (HP:0000002) -> Tall stature (HP:0000098),A height above that which is expected according to age and gender norms.,HP:0001527;HP:0003515;HP:0003516,SNOMEDCT_US:248328003,UMLS:C0241240
HP:0000099,Glomerulonephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerular Nephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal renal cortex morphology (HP:0011035) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerulonephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerular Nephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal morphology (HP:0012210) -> Abnormal nephron morphology (HP:0012575) -> Abnormal renal corpuscle morphology (HP:0031263) -> Abnormal renal glomerulus morphology (HP:0000095) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerulonephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerular Nephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerulonephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormal renal physiology (HP:0012211) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerular Nephritis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormal renal physiology (HP:0012211) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerulonephritis,Abnormality Of The Immune System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the immune system (HP:0002715) -> Abnormality of immune system physiology (HP:0010978) -> Abnormal inflammatory response (HP:0012647) -> Increased inflammatory response (HP:0012649) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000099,Glomerular Nephritis,Abnormality Of The Immune System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the immune system (HP:0002715) -> Abnormality of immune system physiology (HP:0010978) -> Abnormal inflammatory response (HP:0012647) -> Increased inflammatory response (HP:0012649) -> Nephritis (HP:0000123) -> Glomerulonephritis (HP:0000099),Inflammation of the renal glomeruli.,,SNOMEDCT_US:36171008,UMLS:C0017658
HP:0000100,Nephrotic Syndrome,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Nephrotic syndrome (HP:0000100),"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.",HP:0000801;HP:0004718;HP:0008638;HP:0008727,SNOMEDCT_US:52254009,UMLS:C0027726
HP:0000100,Nephrosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Nephrotic syndrome (HP:0000100),"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.",HP:0000801;HP:0004718;HP:0008638;HP:0008727,SNOMEDCT_US:52254009,UMLS:C0027726
HP:0000100,Nephrotic Syndrome,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormal renal physiology (HP:0012211) -> Nephrotic syndrome (HP:0000100),"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.",HP:0000801;HP:0004718;HP:0008638;HP:0008727,SNOMEDCT_US:52254009,UMLS:C0027726
HP:0000100,Nephrosis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormal renal physiology (HP:0012211) -> Nephrotic syndrome (HP:0000100),"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.",HP:0000801;HP:0004718;HP:0008638;HP:0008727,SNOMEDCT_US:52254009,UMLS:C0027726
HP:0000103,Polyuria,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Abnormality of renal excretion (HP:0011036) -> Abnormal urine output (HP:0012590) -> Polyuria (HP:0000103),An increased rate of urine production.,HP:0200060,SNOMEDCT_US:28442001;SNOMEDCT_US:56574000;SNOMEDCT_US:718402002,UMLS:C0032617
HP:0000103,Increased Urine Output,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the upper urinary tract (HP:0010935) -> Abnormality of the kidney (HP:0000077) -> Abnormal renal physiology (HP:0012211) -> Abnormality of renal excretion (HP:0011036) -> Abnormal urine output (HP:0012590) -> Polyuria (HP:0000103),An increased rate of urine production.,HP:0200060,SNOMEDCT_US:28442001;SNOMEDCT_US:56574000;SNOMEDCT_US:718402002,UMLS:C0032617
HP:0000103,Polyuria,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the urinary system physiology (HP:0011277) -> Abnormal renal physiology (HP:0012211) -> Abnormality of renal excretion (HP:0011036) -> Abnormal urine output (HP:0012590) -> Polyuria (HP:0000103),An increased rate of urine production.,HP:0200060,SNOMEDCT_US:28442001;SNOMEDCT_US:56574000;SNOMEDCT_US:718402002,UMLS:C0032617
